,dataset_code,frequency,date,value,z_score
153842,JO2W,monthly,2021-11-01,112.7,2.7766333805819046
153908,JO2W,monthly,2022-01-01,111.4,2.712996972924614
153974,JO2W,monthly,2022-03-01,170.4,5.6011108589093395
154073,JO2W,monthly,2022-06-01,123.6,3.3102001832468786
154205,JO2W,monthly,2022-10-01,110.0,2.6444654569859933
154337,JO2W,monthly,2023-02-01,131.0,3.672438196065302
154766,JO2W,monthly,2024-03-01,153.6,4.778732667645891
153250,JO2X,monthly,2020-05-01,115.1,2.5292519447738857
153283,JO2X,monthly,2020-06-01,116.6,2.576322269234597
153481,JO2X,monthly,2020-12-01,114.2,2.501009750097459
153877,JO2X,monthly,2021-12-01,114.5,2.5104238149896014
153218,JO2Y,monthly,2020-04-01,44.2,-3.281241390803325
154214,JO32,monthly,2022-11-01,110.6,2.5080293201710027
129866,JO32,annual,2023-01-01,123.5,3.4065792972359157
154313,JO32,monthly,2023-02-01,117.4,2.9816835716470815
154346,JO32,monthly,2023-03-01,118.8,3.0792006234215674
154379,JO32,monthly,2023-04-01,119.6,3.1349246530069883
154412,JO32,monthly,2023-05-01,123.3,3.3926482898395602
154445,JO32,monthly,2023-06-01,124.8,3.4971308453122245
154478,JO32,monthly,2023-07-01,124.8,3.4971308453122245
154511,JO32,monthly,2023-08-01,126.9,3.6434064229739547
154544,JO32,monthly,2023-09-01,126.0,3.580716889690356
154577,JO32,monthly,2023-10-01,127.1,3.6573374303703092
154610,JO32,monthly,2023-11-01,139.4,4.514094385246157
154643,JO32,monthly,2023-12-01,124.1,3.4483723194249807
129899,JO32,annual,2024-01-01,120.5,3.197614186290587
154676,JO32,monthly,2024-01-01,125.6,3.552854874897645
154709,JO32,monthly,2024-02-01,125.0,3.51106185270858
154742,JO32,monthly,2024-03-01,121.7,3.281200230668719
154775,JO32,monthly,2024-04-01,121.5,3.2672692232723635
154808,JO32,monthly,2024-05-01,126.0,3.580716889690356
154841,JO32,monthly,2024-06-01,119.6,3.1349246530069883
154874,JO32,monthly,2024-07-01,125.4,3.538923867501291
154907,JO32,monthly,2024-08-01,119.3,3.1140281419124554
154940,JO32,monthly,2024-09-01,118.9,3.086166127119746
154973,JO32,monthly,2024-10-01,115.1,2.8214769865889955
155006,JO32,monthly,2024-11-01,116.5,2.9189940383634827
155039,JO32,monthly,2024-12-01,113.4,2.7030634237199767
155072,JO32,monthly,2025-01-01,125.0,3.51106185270858
146773,JO37,monthly,2004-01-01,181.9,2.578354458510681
146971,JO37,monthly,2004-07-01,187.4,2.821872755451455
147268,JO37,monthly,2005-04-01,182.3,2.5960648801063737
147433,JO37,monthly,2005-09-01,184.7,2.7023274096805285
147466,JO37,monthly,2005-10-01,183.3,2.6403409340956054
153208,JO37,monthly,2020-04-01,39.2,-3.739838445752678
153241,JO37,monthly,2020-05-01,41.3,-3.6468587323752915
153274,JO37,monthly,2020-06-01,54.1,-3.0801252413131266
153505,JO37,monthly,2021-01-01,54.2,-3.075697635914203
153538,JO37,monthly,2021-02-01,50.8,-3.226236219477591
153571,JO37,monthly,2021-03-01,46.3,-3.4254784624291332
153604,JO37,monthly,2021-04-01,46.8,-3.4033404354345174
153409,JO38,monthly,2020-10-01,113.1,2.5262752746779227
154927,JO38,monthly,2024-08-01,114.8,2.592168737633953
154960,JO38,monthly,2024-09-01,116.7,2.6658143727024575
154993,JO38,monthly,2024-10-01,113.3,2.5340274467903976
155026,JO38,monthly,2024-11-01,114.9,2.5960448236901903
155059,JO38,monthly,2024-12-01,116.4,2.6541861145337458
155092,JO38,monthly,2025-01-01,117.7,2.704575233264828
153210,JO3A,monthly,2020-04-01,46.9,-3.4375009011099853
153243,JO3A,monthly,2020-05-01,48.0,-3.3916723961923982
153507,JO3A,monthly,2021-01-01,61.1,-2.845896564901131
153540,JO3A,monthly,2021-02-01,48.3,-3.3791737130330564
153573,JO3A,monthly,2021-03-01,45.7,-3.4874956337473533
112744,JO5A,monthly,2020-04-01,43.1,-6.335616928003909
45665,JO5A,monthly,2020-04-01,43.1,-6.335616928003909
112777,JO5A,monthly,2020-05-01,60.0,-4.261712936057087
45675,JO5A,monthly,2020-05-01,60.0,-4.261712936057087
105725,JO5C,monthly,2002-08-01,132.0,2.844184784704724
107507,JO5C,monthly,2007-02-01,133.5,2.9587623009379813
112688,JO5C,monthly,2020-03-01,60.1,-2.64789749340941
112721,JO5C,monthly,2020-04-01,52.7,-3.2131465734934794
112754,JO5C,monthly,2020-05-01,31.8,-4.809593299676865
113084,JO5C,monthly,2021-03-01,62.0,-2.502765972847284
114173,JO5C,monthly,2023-12-01,51.8,-3.281893083233434
112734,JO5E,monthly,2020-04-01,18.1,-2.6721480512252924
112767,JO5E,monthly,2020-05-01,18.3,-2.6670592207474724
112965,JO5E,monthly,2020-11-01,24.5,-2.5093054759350446
113031,JO5E,monthly,2021-01-01,24.8,-2.501672230218314
112725,JO5G,monthly,2020-04-01,23.6,-5.183439185714029
112758,JO5G,monthly,2020-05-01,37.5,-4.070001635210602
113154,JO5G,monthly,2021-05-01,128.1,3.18736829828656
114340,JO5J,monthly,2024-05-01,126.1,2.744375776721857
89340,JO5L,annual,2021-01-01,100.3,2.565841290077952
113094,JO5L,monthly,2021-03-01,101.6,2.632974346947726
113127,JO5L,monthly,2021-04-01,102.1,2.6587947534361005
113160,JO5L,monthly,2021-05-01,108.3,2.9789677938919463
113193,JO5L,monthly,2021-06-01,110.0,3.06675717595242
113226,JO5L,monthly,2021-07-01,106.4,2.880850249236123
113259,JO5L,monthly,2021-08-01,107.0,2.9118347370221724
113292,JO5L,monthly,2021-09-01,105.0,2.8085531110686737
113325,JO5L,monthly,2021-10-01,99.6,2.5296927209942273
89373,JO5L,annual,2022-01-01,100.0,2.5503490461849276
113457,JO5L,monthly,2022-02-01,104.9,2.803389029770999
113490,JO5L,monthly,2022-03-01,103.8,2.7465841354965748
113523,JO5L,monthly,2022-04-01,103.2,2.7155996477105253
113556,JO5L,monthly,2022-05-01,103.0,2.7052714851151753
113589,JO5L,monthly,2022-06-01,102.3,2.6691229160314505
113622,JO5L,monthly,2022-07-01,107.8,2.9531473874035714
113655,JO5L,monthly,2022-08-01,104.5,2.782732704580299
113721,JO5L,monthly,2022-10-01,99.1,2.503872314505853
113754,JO5L,monthly,2022-11-01,99.7,2.5348568022919027
113820,JO5L,monthly,2023-01-01,105.8,2.849865761450073
114514,JO5M,monthly,2024-10-01,120.7,2.5060346324549094
114547,JO5M,monthly,2024-11-01,121.1,2.5211083368712046
114580,JO5M,monthly,2024-12-01,128.6,2.803740294676757
113100,JO5N,monthly,2021-03-01,132.8,3.142787820990699
113430,JO5N,monthly,2022-01-01,128.6,2.949694827388014
102609,JO5Q,monthly,1994-08-01,120.8,2.642252855517132
102640,JO5Q,monthly,1994-09-01,125.2,2.894764587597483
102671,JO5Q,monthly,1994-10-01,127.4,3.021020453637659
102702,JO5Q,monthly,1994-11-01,118.5,2.5102580864751305
112311,JO5Q,monthly,2019-03-01,119.4,2.561908213491566
112410,JO5Q,monthly,2019-06-01,127.2,3.0095426476340066
112542,JO5Q,monthly,2019-10-01,119.7,2.5791249224970443
112740,JO5Q,monthly,2020-04-01,29.9,-2.574409973142847
113070,JO5Q,monthly,2021-02-01,26.2,-2.7867493842104145
113202,JO5Q,monthly,2021-06-01,145.4,4.054022993966368
113334,JO5Q,monthly,2021-10-01,161.7,4.9894641832640305
113499,JO5Q,monthly,2022-03-01,171.0,5.523182162433864
113598,JO5Q,monthly,2022-06-01,123.0,2.7685087215573074
113862,JO5Q,monthly,2023-02-01,121.4,2.676686273528089
114291,JO5Q,monthly,2024-03-01,148.7,4.2434067930266295
112775,JO5R,monthly,2020-05-01,134.8,2.953655588058972
112808,JO5R,monthly,2020-06-01,135.0,2.959824983338283
112841,JO5R,monthly,2020-07-01,129.3,2.7839972178779124
112874,JO5R,monthly,2020-08-01,123.4,2.6020000571382305
112907,JO5R,monthly,2020-09-01,121.6,2.5464754996244285
112940,JO5R,monthly,2020-10-01,129.4,2.787081915517568
112973,JO5R,monthly,2020-11-01,130.7,2.8271829848330907
113006,JO5R,monthly,2020-12-01,130.3,2.814844194274469
113039,JO5R,monthly,2021-01-01,129.4,2.787081915517568
113072,JO5R,monthly,2021-02-01,127.6,2.731557358003766
113105,JO5R,monthly,2021-03-01,125.0,2.65135521937272
113138,JO5R,monthly,2021-04-01,125.3,2.660609312291687
113402,JO5R,monthly,2021-12-01,122.1,2.561898987822707
89441,JO5Z,annual,2024-01-01,143.1,2.694087203913304
114251,JO5Z,monthly,2024-02-01,137.4,2.506366933252902
114350,JO5Z,monthly,2024-05-01,147.2,2.8291140652655233
114383,JO5Z,monthly,2024-06-01,137.3,2.5030735951711405
114416,JO5Z,monthly,2024-07-01,142.1,2.6611538230956895
114482,JO5Z,monthly,2024-09-01,168.8,3.540475090925997
114515,JO5Z,monthly,2024-10-01,157.2,3.1584478734416686
114548,JO5Z,monthly,2024-11-01,156.1,3.122221154542293
114614,JO5Z,monthly,2025-01-01,148.3,2.8653407841649003
112934,JO62,monthly,2020-10-01,122.6,2.577892941519619
202836,JOE9,monthly,1997-12-01,638.0,2.577394882681374
202848,JOE9,monthly,1998-12-01,674.2,2.829229921485695
202860,JOE9,monthly,1999-12-01,738.1,3.2737674623585153
202872,JOE9,monthly,2000-12-01,836.3,3.9569221808829425
202884,JOE9,monthly,2001-12-01,1057.2,5.49367245911152
202895,JOE9,monthly,2002-11-01,630.2,2.523132084264974
202896,JOE9,monthly,2002-12-01,967.3,4.868258923517363
202908,JOE9,monthly,2003-12-01,946.3,4.722166773934746
202920,JOE9,monthly,2004-12-01,820.0,3.8435268457307212
202932,JOE9,monthly,2005-12-01,727.6,3.200721387567207
202944,JOE9,monthly,2006-12-01,772.2,3.5109932862045747
202956,JOE9,monthly,2007-12-01,700.9,3.0149756545264506
202968,JOE9,monthly,2008-12-01,772.9,3.515863024523995
202980,JOE9,monthly,2009-12-01,680.6,2.8737532432632547
262610,JOF2,monthly,1997-12-01,471.7,2.6858782033456317
262622,JOF2,monthly,1998-12-01,499.4,2.97046381293219
262634,JOF2,monthly,1999-12-01,499.4,2.97046381293219
262646,JOF2,monthly,2000-12-01,547.4,3.4636085515659385
262658,JOF2,monthly,2001-12-01,617.3,4.181750577201334
262670,JOF2,monthly,2002-12-01,608.9,4.095450247940429
262682,JOF2,monthly,2003-12-01,602.5,4.029697616122595
262694,JOF2,monthly,2004-12-01,577.1,3.7687418585955705
262706,JOF2,monthly,2005-12-01,584.1,3.8406587996463255
262718,JOF2,monthly,2006-12-01,587.0,3.870452960938781
262730,JOF2,monthly,2007-12-01,581.2,3.8108646383538702
262742,JOF2,monthly,2008-12-01,623.0,4.240311514914092
262754,JOF2,monthly,2009-12-01,556.8,3.5601827295483806
262766,JOF2,monthly,2010-12-01,541.1,3.3988833046202593
262778,JOF2,monthly,2011-12-01,461.3,2.579030176641653
